project_id,project_number,project_name,url,land_required_ha,land_available_ha,land_to_be_acquired_ha,land_acquired_ha
57417,MO/2018/57417,Construction of 4 lane ROB and its approaches in lieu of existing Level Crossing No.48/E at Km 66.900 on NH-50(railway chainage 96/6-7) near Naubad in the State of Karnataka. (Job No.NH-50/KNT (14)/17-S&R(B)-013) (जॉब,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57417,18.5,1.55,16.95,0.0
57418,MO/2018/57418,Widening and strengthening of existing SL/IL/DL to two lane with paved shoulder from Km 246/100 to Km 321/00 (Except Km 292/164 to 307/934 and Km 314/130 to 321/00) of NH-53 in the state of Odisha विडेनिंग एंड स्ट्रेंग्थेनिंग ऑफ़ एक्सिस्टिंग SL/IL/दल तो तवो तवो लेन विथ पवेद शोल्डर फ्रॉम कम 246/१०० तो कम 321/०० (एक्सेप्ट कम 292/१६४ तो 307/९३४ ाँद कम 314/१३० तो 321/00) ऑफ़ NH-५३ इन थे स्टेट ऑफ़ ओडिशा,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57418,69.838,0.0,69.838,0.008
57420,MO/2018/57420,Sultanpur - Pratapgarh Section of NH-96 from Existing K.M.-60/000 to K.M.-90/865 सुल्तानपुर - प्रतापगढ़ सेक्शन ऑफ़ एन.एच.96 फ्रॉम एक्सिस्टिंग कि.मी-60.000 से कि.मी.90.865,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57420,91.46,90.4408,1.0192,0.0
57423,MO/2018/57423,Rehabilitation and upgradation of NH-340 from km 0/0 to km 60/380 (Design Ch. 0/000 to 60/025) excluding km 55/600 to km 57/650 (2.050 km ) of Rayachoty to Angallu section to two lane with paved shoulders on EPC mode under NH(O) in the state of Andhra Pradesh रिहैबिलिटेशन एंड उपग्रडेशन ऑफ़ NH-३४० फ्रॉम कम 0/० तो कम 60/३८० (डिज़ाइन Ch. 0/००० तो 60/025) एक्सक्लूडिंग कम 55.६०० तो कम (2.०५० कम ) ऑफ़ रायचात्य तो अनगल्लू सेक्शन तो तवो लेन विथ पवेद शोल्डर्स ों एप्स मोड अंडर NH(O) इन थे स्टेट ऑफ़ आंध्र प्रदेश,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57423,154.0,115.95,38.05,0.0
57426,MO/2018/57426,Consultancy Services for Project Management including Preparation of Feasibility Study/ Detailed Project Report of Selected Road Stretches for NH Connectivity to backward Areas/ Religious/ Tourist Places (BRT) Scheme. (Package - NHAI/R/24) कंसल्टेंसी सर्विसेज फॉर प्रोजेक्ट मैनेजमेंट इन्क्लूडिंग प्रिपरेशन ऑफ़ फिजिबिलिटी स्टडी / डिटेल्ड प्रोजेक्ट रिपोर्ट ऑफ़ सिलेक्टेड रोड स्ट्रेचेस फॉर एन एच कनेक्टिविटी तो बैकवर्ड एरियाज / रिलीजियस / टूरिस्ट प्लेसेस (बीआरटी) स्कीम . (पैकेज - NHAI/R/24),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57426,690.0,193.0,497.0,0.0
57430,MO/2018/57430,Rehabilitation and up-gradation of Tulsipur - Badhani section (from km. 351.000 to 385.000) of NH-730 in the State of Uttar Pradesh to two lanes with paved shoulders under EPC mode रा0मा0 सं0 730 तुलसीपुर-बढ़नी मार्ग के कि0मी0 351.000 से 385.000 के मध्य 2 लेन विथ पेव्ड शोल्डर ई0पी0सी0 मोड के अन्र्तगत मार्ग चैड़ीकरण एवं सुदृढीकरण कार्य,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57430,6.855,0.0,6.855,0.0
57431,MO/2018/57431,Construction of 2 lane RoB and subway in lieu of LC No.88 at Railway km 136/5-6 between Kurbalakota and Madanapalli Section on Dharmavaram - Pakala section at km 56/100 of NH - 340 on EPC mode in the state of Andhra Pradesh कंस्ट्रक्शन ऑफ़ २ लेन रॉब एंड सबवे इन लिएउ ऑफ़ लक No.८८ ात रेलवे कम 136/5-६ बिटवीन कुर्बलकोटा एंड मदनपल्ली सेक्शन ों धर्मावरम - पाकला सेक्शन ात कम 56/१०० ऑफ़ नह - ३४० ों एप्स मोड इन थे स्टेट ऑफ़ आंध्र,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57431,6.5,1.1,5.4,0.0
57434,MO/2018/57434,Construction of ROB at km 510/8 of NH 565 ( near Yerpedu ) in lieu of LC No 36 in the state of andhra pradesh under NHDPV-IV through EPC contract system कंस्ट्रक्शन ऑफ़ रॉब ात कम 510/८ ऑफ़ नह ५६५ ( नियर येरपेडू ) इन लिएउ ऑफ़ LC नो ३६इन थे स्टेट ऑफ़ आंध्र प्रदेश अंडर NHDPV-िव थ्रू एप्स कॉन्ट्रैक्ट सिस्टम,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57434,11.0,1.62,9.38,0.0
57444,MO/2018/57444,Construction of proposed 4 lane ROB and its approaches in lieu of existing level crossing no 95/SPL at km 272.600 (railway chainage 93/17 - 19) on NH 205 in the state of andhra pradesh कंस्ट्रक्शन ऑफ़ प्रोपोस्ड 4 लेन आर ओ बी एंड इट्स अप्प्रोचिस इन लियु ऑफ़ एक्सिस्टिंग लेवल क्रासिंग न. 95/एस पी एल एट किमी . 272.600 (रेलवे चैनेज 93/17 - 19) ऑन एनएच 205 इन द स्टेट ऑफ़ आंध्र प्रदेश,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57444,18.13,1.13,17.0,0.0
57446,MO/2018/57446,Acquisition of land for the construction of Bypass road for Nabarangapur Town on NH-26 (Old NH 201) in the state of Odisha एक्वीजीशन ऑफ़ लैंड फॉर थे कंस्ट्रक्शन ऑफ़ बाईपास रोड फॉर नबरंगपुर टाउन ों NH-२६ (ओल्ड नह 201) इन थे स्टेट ऑफ़ ओडिशा,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57446,100.0,0.0,100.0,0.0
57454,MO/2018/57454,Consultancy Services for Preparation of DPR of 4/6 Lane Access Controlled Green Field Expressway Connecting New Capital City Amaravathi to Ananthapuramu with connectivity to Kurnool and Kadapa in the state of Andhra Pradesh - Kurnool/Nandyal Spur (Km. 0.000 to Km. 19.203) कंसल्टेंसी सर्विसेज फॉर प्रिपरेशन ऑफ़ दपर ऑफ़ 4/६ लेन एक्सेस कंट्रोल्ड ग्रीन फील्ड एक्सप्रेसवे कनेक्टिंग नई कैपिटल सिटी अमरावती तो अनन्थपुरमु विथ कनेक्टिविटी तो कुर्नूल एंड कडपा इन थे स्टेट ऑफ़ आंध्र प्रदेश - नंदयाल स्पर (Km. 0.००० तो Km.,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57454,235.0,0.0,235.0,0.0
57466,MO/2018/57466,"Establishment of NH-114A with a minimum of 2-Lane with paved shoulder configuration starting from Rampurhat on NH-60 to Shurichua (Jharkhand border) total length of Road 14.0 km in Birbhum इस्टैब्लिशमेंट ऑफ़ NH-११४ा विथ ा मिनिमम ऑफ़ 2-लेन विथ पवेद शोल्डर कॉन्फ़िगरेशन स्टार्टिंग फ्रॉम मनसुवा मोरे ों Nh-६० तो Sinrichura( झारखण्ड Border), टोटल लेंथ ऑफ़ रोड 14.०० कम इन थे डिस्ट्रिक्ट ऑफ़ Birbhum,",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57466,122.897,0.0,122.897,0.0
57478,MO/2018/57478,Rehabilitation and upgradation of Nh-365BB from AP/Telangana border (Aswaraopeta)- Jeelugumilli-Pattiseema- Kovvur (Ch 0/000 to ch 85/340) to two lane with paved shoulders in the state of Andhra Pradesh रिहैबिलिटेशन एंड अप - ग्रेडेशन ऑफ़ एनएच - 365 बीबी फ्रॉम एपी / तेलंगाना बॉर्डर (अस्वाराओपेटा) - जिलुगुमिल्ली - पट्टीसीमा - कोव्वूर (चै. 0/000 टू चै. 85/340) टु टू लेन विद पेव्ड शोल्डर्स इन द स्टेट ऑफ़ आंध्र प्रदेश,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57478,679.7,0.0,679.7,0.004
57479,MO/2018/57479,CONSTRUCTION OF NH-21A (NEW NH-105) 4-LANE PINJORE BYPASS STARTING FROM KM 54.533 OF NH-22 AND TERMINATING AT KM 3.800 OF NH-21A (BYPASS CHAINAGE FROM KM 0.000 TO KM 7.700 TOTAL LENGTH 7.700 KM) IN THE STATE OF HARYANA ON EPC MODE हरियाणा राज्य मे राष्ट्रीय राजमार्ग संख्या 21ए (नई रा0रा0 संख्या- 105) के रा0रा 22 के कि.मी. 54.533 से प्रांरभ होने वाला और राष्ट्रीय राजमार्ग 21ए के कि.मी.3.800 पर समाप्त (बाईपास चैनेज कि.मी. 0.00 से कि.मी. 7.70 तक़) 4 लेन पिंजौर बाईपास का निर्माण,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57479,2.8934,0.0,2.8934,0.0
57483,MO/2018/57483,Widening to Two lane with paved shoulder from km 67.00 to km 114.425 of kalwakurthy-mallepally section of NH-167 (Erstwhile section of SH-18) in the state of Telangana on EPC Mode under NH(O) Annual plan 2016-17 विडेनिंग टू तवो लेन विद पेव्ड शोल्डर फ्रॉम कम ६७ ०० टू कम ११४ ४२५ ऑफ़ कलवाकुरथी मलपल्ली सेक्शन ऑफ़ नह 167 ेरस्टवहिले सेक्शन ऑफ़ श १८ इन दे स्टेट ऑफ़ तेलंगाना ऑन एप्स मोड अंडर नह ो एनुअल प्लैन 2016 17,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57483,144.53,126.14,18.39,0.0
57491,MO/2018/57491,Rehabilitation and Up-gradation of NH-28C from Km. 0.000 to 43.000 Barabanki to Jarwal Road Junction Section in the State of Uttar Pradesh to two lanes with paved shoulders under NHDP-IV on EPC basis राष्ट्रीय मार्ग सं0- 28सी (बाराबंकी- जरवल रोड) के कि0मी0 0.000 से 43.000 तक के भाग के पुर्नरूद्धार एवं चैड़ीकरण का कार्य,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57491,0.2466,0.0,0.2466,0.2466
57496,MO/2018/57496,Acquisition of land in respect of national Highway No 89(Ajmer Nagaur) in the state of rajasthan on stretch from KM 0/0 to KM 161/0 by 2L with PS. राजस्थान राज्य में राष्ट्रीय राजमार्ग संख्या ८९ (जमेर (अजमेर -नागौर खंड ) के 0/० KM से 161/० KM तक के भूमि के खंड पर भूमि का अधिग्रहण ),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57496,256.02,0.0,256.02,0.0
57502,MO/2018/57502,Widening to two lane with paved shoulders from km 15.525 to km 62.880 of jadcherla -kalwakurthy section (erstwhile SH-18) of NH-167 on EPC mode under NH(O) in the state of Telangana विडेनिंग तो तवो लेन विथ पवेद शोल्डर्स फ्रॉम कम 15.५२५ तो कम 62.८८० ऑफ़ जड्चर्ला -कलवाकुरथी सेक्शन (ेरस्टवहिले SH-18) ऑफ़ NH-१६७ ों एप्स मोड अंडर NH(O) इन थे स्टेट ऑफ़ तेलंगाना,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57502,145.625,140.265,5.36,0.0
57551,MO/2018/57551,Construction of Paved shoulder and drain work from km 47 . 000 to 65 . 000 of NH - 353 ( NEW NH - 217 ) IN the state of chhattisgarh कंस्ट्रक्शन ऑफ़ पवेद शोल्डर एंड ड्रेन वर्क फ्रॉम कम ४७ . ००० तो ६५ . ००० ऑफ़ नह - ३५३ ( नई नह - २१७ ) इन थे स्टेट ऑफ़ छत्तीसगढ़,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57551,9.0934,0.0,9.0934,0.0
57554,MO/2018/57554,"Rehabilitation and Up-gradation of NH-116B to 2- Lane with Paved Shoulders configuration from Km. 0.000 to Km. 41.000 in connection with the â€œPreparation of Detailed Project Report for Rehabilitation and Up-gradation to 2-Lane with Paved Shoulders Configuration of Nandakumar-Contai-Digha- Chandaneshwar Road (0.000 Km. to 90.775 Km.) along with Contai Bye-pass (3.30 Km.) (Total Length 94.075 Km.) of NH-116B in the State of West Bengalâ€, “पि􀀹म बंगाल रा􀁆य के पूव􀁈 मे􀀨दनीपूर िजले म􀀖 रा􀀶ीय राजमाग􀀛- 116 बी नंदकुमार-कौ􀀴टाई-दीघा-च􀀴दने􀁍र सड़क (0.000 􀀨कमी. से 90.775 􀀨कमी. व कौ􀀴टाई बाईपास (3.30 􀀨कमी.) के साथ (कुल ल􀁎बाई 94.075 􀀨कमी.) का पुनवा􀀛स एवं उ􀁏त कर 2 लेन प􀁐े शो􀀪डस􀀛 हेतु रा􀀶ीय राजमाग􀀛 -116 बी के 64.700 􀀨कमी. से 82.103 􀀨कमी.तक",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57554,46.5185,0.0,46.5185,0.0
57556,MO/2018/57556,"Improvement of narrow reaches from Km 95/0 to Km 100/0 of the National Highway No 70 (New NH-03) in the state of Himachal Pradesh हिमाचल प्रदेश राज्य के काँगड़ा जिले में तहसील रक्कड़ में राष्ट्रीय राजमार्ग संख्या 70 (नया- 03) कि. मी. 95/00 से 100/00, संकरी सड़क में सुधार/ चौड़ा करने आदि",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57556,2.3786,0.0,2.3786,0.0
57558,MO/2018/57558,Construction of 4 lane ROB and its approaches in lieu of existing Level Crossing No.75 at Km 15.06 - 16.57 on NH-218 in the State of Karnataka (Job No- NH-218/KNT (6)/2016-17-008-S&R(B)). .,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57558,16.04,1.52,14.52,0.121653
57565,MO/2018/57565,Acquisition of land for construction of Bypass road near Berhampur town on NH-59 in the state of Odisha एक्वीजीशन ऊफ लैंड फॉर कंस्ट्रक्शन ऑफ़ बाईपास रोड नियर बेरहामपुर टाउन ों NH-५९ इन थे स्टेट ऑफ़ ओडिशा,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57565,150.0,0.0,150.0,0.03
57570,MO/2018/57570,"Consultancy Services for Feasibility study, Detailed project report, Including conducting site investigation, subsoil exploration and testing preparation of plans, designs, Land plan schedules, preparation of GAD for the bypass roads of Kadiri, Tadipatri, Muddigubba, Bathalapalli Byepasses roads in Ananthapuramu District in the state of Andhra Pradesh(Bathalapalli Bypass) कंसल्टेंसी सर्विसेज फॉर फिजिबिलिटी स्टडी, डिटेल्ड प्रोजेक्ट रिपोर्ट, इन्क्लूडिंग कंडक्टिंग साइट इन्वेस्टीगेशन, सुब्सोइल एक्सप्लोरेशन एंड टेस्टिंग प्रिपरेशन ऑफ़ प्लान्स, डिज़ाइन्स, लैंड प्लान स्केडूल्स, प्रिपरेशन ऑफ़ ग.ए.डी. फॉर द बाईपास रोड्स ऑफ़ कादिरी, ताड़ीपत्री, मुद्दीगुब्बा, बतलापल्ली बायपासेस रोड्स इन अनन्तापुरामु डिस्ट्रिक्ट इन द स्टेट ऑफ़ आंध्र प्रदेश (बतलापल्ली बाईपास)",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57570,26.51,0.0,26.51,0.0
57572,MO/2018/57572,Widening to Two lane with paved shoulders from Km 125.626 to 155.800 of NH 167 Hagari Jadachela Section in the State Of Karnataka on EPC Mode (Job No. NH-167-KNT-2016-17-814 विडेनिंग तो तवो लेन विथ पवेद शोल्डर्स फ्रॉम कम कम 125.६२६ 155.८०० ऑफ़ नह नह १६७ हजारी जड़चेला सेक्शन इन थे स्टेट ऑफ़ कर्नाटक ों एप्स मोड (जॉब No.,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57572,120.0,43.2,76.8,0.0
57574,MO/2018/57574,Land Acquisition for Construction & Maintanance of Two lanning with paved Shoulder (2L+PS) on NH-113 From km.72/000 to km. 83/000 in the District of Pratapgarh in the state of Rajasthan. राजस्थान राज्य में प्रतापगढ़ जिले में एनएच-113 पर पैवेड शोल्डर (2 एल + पीएस) के साथ दो लेन के निर्माण और रखरखाव के लिए किमी .72 / 000 से किमी 83/000 तक भूमि अधिग्रहण .,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57574,222.0,0.0,222.0,0.1053
57575,MO/2018/57575,Rehabilitation and Upgradation of NH 167 B from km 43 / 097 to 99 / 103 of Porumamilla to C.S.Puram ( on NH 167B ) to two lane with paved shoulders in the State of Andhra Pradesh under NH ( O ) रिहैबिलिटेशन एंड उपग्रडेशन ऑफ़ नह १६७ बी फ्रॉम कम ४३ / ०९७ तो ९९ / १०३ ऑफ़ पुरुममिलला तो सी यस पुरम ( ों नह १६७ बी ) तो तवो लेन विथ पवेद शोल्डर्स इन थे स्टेट ऑफ़ आंध्र प्रदेश अंडर नह ( ो ),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57575,310.0,29.0,281.0,0.0
57576,MO/2018/57576,Formation ofBypass to Bathalapalli Town on NH 42 from Km 97.410 to Km 103.300 in the State of Andhrapradesh फार्मेशन ऑफ़ बाईपास टू बाथलापल्ली टाउन ऑन एनएच 42 फ्रॉम किमी . 97.410 टू किमी . 103.300 इन द स्टेट ऑफ़ आंध्र प्रदेश,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57576,28.9,0.0,28.9,0.0
57578,MO/2018/57578,widening to two/four lane with paved shoulders from Km.40/410 to Km 84/037 of Thirumalgiri-Suryapet section of NH-365B (Erstwhile SH-16) on EPC mode under NH(O) in the state of Telangana. विडेनिंग ऑफ़ तो two/फोर लेन विथ पवेद शोल्डर्स फ्रॉम Km. तो तो कम 84/०३७ ऑफ़ Thirumalgiri-सूर्यापेट सेक्शन ऑफ़ NH-३६५ब (ेरस्टवहिले SH-16) ों एप्स मोड अंडर मोड अंडर NH(O) इन थे स्टेट ऑफ़ Telangana.,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57578,20.2587,15.1087,5.15,0.0
57579,MO/2018/57579,Formation of Bypass to Mudigubba Town on NH 42 from Km 130.400 to Km 137.500 in the state of Andhra Pradesh फार्मेशन ऑफ़ बाईपास टू मुड़ीगुब्बा टाउन ऑन एनएच 42 फ्रॉम किमी . 130.400 टू किमी . 137.500 इन द स्टेट ऑफ़ आंध्र प्रदेश,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57579,36.18,0.0,36.18,0.0
57580,MO/2018/57580,Formation of Bypass to Kadiri Town on NH42 from Km 159.250 to Km 168.450 in the state of Andhra Pradesh फार्मेशन ओफ बाइपास टो कादिरी टाउन ओन ऍन्‌हॆच्‌42 फ्रम केएम 159.250 टो केएम 168.450 इन ठे स्टेट ओफ आंध्र प्रदेश,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57580,69.64,0.0,69.64,0.0
57581,MO/2018/57581,"Construction of proposed bridge over Tarapur Khal at Chainage 270.153 km to 270.688 km of National Highway No.-60 in the District of Bankura, West Bengal, पश्चिम बंगाल राज्य के बाँकुड़ा जिले मे राष्ट्रीय राजमार्ग संख्या 60 के कि.मी. 270.153 से कि.मी. 270.688 तक का भूखंड़ मे तारापुर खाल के ऊपर प्रस्तावित सेतु का निर्माण,",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57581,1.663,0.0,1.663,0.0
57582,MO/2018/57582,Land acquisition on NH-119 from km 139+000 to km. 276+000 including its realignment and construction of bypasses in the state of uttarakhand लैंड एक्वीजीशन एन.एच. ११९ कि.मी. १३९+००० टू २७६+००० इन्क्लुडिंग इट्स रिअलागमेंट एंड कंस्ट्रक्शन ऑफ़ बाईपास इन दी स्टेट ऑफ़ उत्तराखंड,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57582,162.0,0.0,162.0,0.0
57591,MO/2018/57591,Rehabilitation and Upgradation of NH 167 B from Km 99 / 103 to 189 / 050 Chandrasekhara Puram to Singarayakonda ( on NH 16 ) to two lane with paved shoulders in the state of Andhra Pradesh under NH ( O ) रिहैबिलिटेशन एंड उपग्रडेशन ऑफ़ नह १६७ बी फ्रॉम कम ९९ / १०३ तो १८९ / ०५० चंद्रशेखर पुरम तो सिंगारायकोंडा ( ों नह १६ ) तो तवो लेन विथ पवेद शोल्डर्स इन थे स्टेट ऑफ़ आंध्र प्रदेश अंडर नह ( ो ),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57591,600.0,300.0,300.0,0.0283286
57594,MO/2018/57594,Construction of Bypass for Bhiwani Town on NH 709(E) from Bhiwani Dadri road to NH-709(E) Loharu road in the State of Haryana हरियाणा राज्य में राष्ट्रीय राजमार्ग संख्या 709 (विस्तार) के भिवानी दादरी सड़क से लौहारू सड़क तक भिवानी कसबे के लिए बाईपास का निर्माण,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57594,0.8447,0.0,0.8447,0.0
57595,MO/2018/57595,"Construction of ROB and its approaches in lieu of existing Level crossing (LC No, C-25) at Km 132.850 on NH-334B at Jhajjar in the State of Haryana. हरियाणा राज्य में झज्जर में एनएच 334 बी पर किलोमीटर 132.850 पर मौजूदा स्तर क्रॉसिंग (एलसी संख्या सी 25) के बदले आरओबी और उसके पहुंच मार्गो का निर्माण",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57595,0.349,0.0,0.349,0.0
57602,MO/2018/57602,Rehabilitation and upgradation of NH - 565 from km 198.694 to 294.000 ( Markapuram to Vaggam Palle Section ) in the state of Andhra Pradesh to two lanes with paved shoulders under NHDP - IV on EPC basis रिहैबिलिटेशन एंड अपग्रडेशन ऑफ़ एनएच - 565 from कि . मी . 198.694 to कि . मी . 294.000 ( मारकपुरम टू वाग्गाम्पले सेक्शन ) इन द स्टेट ऑफ़ आंध्र प्रदेश टु टू लेन विद पेव्ड शोल्डर अंडर एनएचडीपी - IV ऑन इपीसी बेसिस,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57602,285.918,258.09,27.828,0.0
57605,MO/2018/57605,Consultancy Services for Preparation of Detailed Project Report for NH Connectivity Under Bharat Mala Scheme : Gonda Mankapur-Swaminarayan Chhapiya-Babhanan-Harriya in n the State Uttar Pradesh (Contract Package NHAI/R/20) कंसल्टेंसी सर्विसेज़ फॉर प्रेपररशन ऑफ़ डिटेल्स प्रोजेक्ट रिपोर्ट फॉर नेशनल हाईवे कनेक्टिविटी अंडर भारत माला स्कीम : गोंडा -मनकापुर-स्वामीनारायण-छपिया-बभनान -हरिया इन थए स्टेट ऑफ़ उत्तर प्रदेश (Contract Package NHAI/R/20 ),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57605,210.0,138.0,72.0,0.0
57610,MO/2018/57610,Development of four-lanes with paved side shoulder of Tallewal - Barnala Section of NH-71[New NH No.703] from existing km.114 tokm.136.07 including construction of Barnala bypass from existing km.136.070 of NH-71 to existing km.149.00 of NH-64 in the state of Punjab under NHDP-IV NHDP-िव,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57610,0.1871,0.0,0.1871,0.0
57623,MO/2018/57623,Rehabilitation and Up - gradation 2 / 4 lane with paved shoulders in NH 200 ( New NH - 49 ) From Km . 240 . 000 to 312 . 400 ( Masaniakala Village to Rengalpali Village / Odisha Border ) in the state of chhattisgarh रिहैबिलिटेशन एंड उप - ग्रेडेशन २ / ४ लेन विथ पवेद शोल्डर्स इन नह २०० ( नई नह - ४९ ) फ्रॉम कम . २४० . ००० तो ३१२ . ४०० ( मासनीयकाला विलेज तो रेंगलपाली विलेज / ओडिशा बॉर्डर ) इन थे स्टेट ऑफ़ छत्तीसगढ़,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57623,181.718,128.756,52.962,0.0
57624,MO/2018/57624,Construction of ROB and its approaches in replacement of existing Railway Crossing No. C-57 in Jalalabad on RD 76.340 at NH-754 in the state of Punjab. कंस्ट्रक्शन ऑफ़ रॉब एंड इतस अप्प्रोचेस इन रिप्लेसमेंट ऑफ़ एक्सिस्टिंग रेलवे क्रासिंग No. स - 57 इन जलालाबाद ों रद ७६.340 ात नह -754 इन थे स्टेट ऑफ़ पंजाब,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57624,20.64,2.42,18.22,0.0
57640,MO/2018/57640,Improvement and upgradation of road section of NH 76 from existing km 285+000 to km 326+000 in chitrakoot district. इम्प्रूवमेंट एंड उपग्रडेशन ऑफ़ रोड सेक्शन ऑफ़ नह ७६ फ्रॉम एक्सिस्टिंग कम 285+००० तो 326+००० कम 326+००० इन चित्रकूट district.,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57640,7.0,0.0,7.0,0.0
57644,MO/2018/57644,Rehabilitation and up-gradation of banda- Allahabad Section (km 326.000 to 379.555) of NH 76 in the state of uttar pradesh two lane with paved sholder under EPC mode. रिहैबिलिटेशन एंड up-ग्रेडेशन ऑफ़ बाँदा banda- अल्लाहाबाद सेक्शन (कम 326.००० तो 379.555) ऑफ़ नह ७६ इन थे स्टेट ऑफ़ उत्तर प्रदेश तवो लेन विथ पवेद शोल्डर अंडर एप्स mode.,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57644,2.5,0.0,2.5,0.0
57646,MO/2018/57646,UPGRADATION TO SIX LANE WITH PAVED SHOULDERS OF AHMEDABAD- BAMANBORE SECTION OF NH 8A(NEW NH 47) FROM KM 11+950 TO KM 182+490 AND RAJKOT BAMANBORE SECTION OF NH 8B (NEW NH 27) FROM KM 185+230 TO KM 216+000 IN THE STATE OF GUJARAT अपग्रेडेशन टू सिक्स लेन विथ पेव्ड सोल्डर ऑफ़ अमदावाद – बामणबोर सेकसन ऑफ़ ऐन.ऐच 8A (न्यू ऐन.ऐच. 47) फ्रॉम कि.मी. 11+950 टू कि.मी. 182+490 ऐंड राजकोट - बामणबोर सेकसन ऑफ़ ऐन.ऐच 8B (न्यू ऐन.ऐच. 27) फ्रॉम कि.मी. 185+230 टू कि.मी. 216+000 इन ध स्टेट ऑफ़ गुजरात.,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57646,1195.776,728.937,466.839,0.0557
57651,MO/2018/57651,Widening from two lane to four lane from KM 128.85 to 142.75 of NH - 63 Ankola Gooty Section Passing through Hubli city on the State of Karnataka (Job No.NH-63-KNT-2016-17-838) वाइडनिंग फ्रॉम ट्वो लेन टीओ फोर लेन फ्रॉम केऍम्‌ 128.85 टीओ 142.75 ओएफ ऍन्‌हॆच्‌ - 63 अंकोला गूटी सेक्शन पासिंग थ्रॉग हुबली सिटी ओन थे स्टेट ओएफ कर्नाटका (जॉब नो.ऍन्‌हॆच्‌-63-केऍन्‌टी-2016-17-838),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57651,31.37945,27.6173,3.76215,0.0
